,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Elektroautos,Elektroautos,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Hohe Öl-,Hohe Öl-,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Solaranlagen,Solaranlagen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Umfrage,Umfrage,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ölriesen,Ölriesen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Alpen,Alpen,LOC,-1.00000000,0.00000000,de,1.00000000,,682673.00000000,T,45.50000000,24.25000000,EUROPE,Rumänien,WCE
Flüssen,Flüssen,LOC,-0.17500000,0.50000000,de,1.00000000,,2926035.00000000,P,48.21861000,10.27462000,EUROPE,Deutschland,WCE
SZ am Morgen,SZ am Morgen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
deutl…,deutl…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Tennet,Tennet,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,United Kingdom,NEU
Hitzesommer,Hitzesommer,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
BGH,BGH,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
abgeschriebener,abgeschriebener,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Netzausbaus,Netzausbaus,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Tokamaks,Tokamaks,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
ITER,ITER,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,CENTRAL-AMERICA,,CAR
südfran­zösischen Cadarache,südfran­zösischen Cadarache,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kaub,Kaub,LOC,0.23333333,0.00000000,de,1.00000000,4194073-8,-1.00000000,,,,ASIA,,SEA
Energie,Energie,LOC,0.42500000,0.50000000,de,1.00000000,,-1.00000000,,,,NORTH-AMERICA,Canada,ENA
Erklärungsnot,Erklärungsnot,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Rol…,Rol…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Prioritätenliste,Prioritätenliste,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Elektroauto,Elektroauto,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Cookies,Cookies,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,OCEANIA,New Zealand,NZ
Asiens,Asiens,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Äcker,Äcker,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Austria,WCE
Umweltbundesamts,Umweltbundesamts,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Braunkohlekraftwerks Jänschwalde,Braunkohlekraftwerks Jänschwalde,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Lausitz,Lausitz,LOC,0.00000000,0.00000000,de,1.00000000,4034753-9,-1.00000000,,,,EUROPE,Germany,WCE
Straße von Hormus,Straße von Hormus,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bezirk will,Bezirk will,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Österreichs,Österreichs,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Teufels,Teufels,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,ARCTIC,,ARO
Philipps-Universität Marburg,Philipps-Universität Marburg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Wegner Center,Wegner Center,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Uni Marburg,Uni Marburg,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Slovenia,WCE
Uni Graz,Uni Graz,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Energiewende-Widerspruch,Energiewende-Widerspruch,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Gefahr,Gefahr,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,AFRICA,,WSAF
Bundeswirtschaftsministerium,Bundeswirtschaftsministerium,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Magdeburg,Magdeburg,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Magdeburg …,Magdeburg …,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Nordostasien,Nordostasien,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Kiew,Kiew,LOC,0.00000000,0.00000000,de,1.00000000,,703448.00000000,P,50.45466000,30.52380000,EUROPE,Ukraine,WCE
Avoidance,Avoidance,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Cadarache,Cadarache,LOC,0.00000000,0.00000000,de,1.00000000,4119817-7,-1.00000000,,,,EUROPE-AFRICA,France,MED
Wielenbach,Wielenbach,LOC,0.00000000,0.00000000,de,1.00000000,4108137-7,-1.00000000,,,,EUROPE,Germany,WCE
"Westeuropas
","Westeuropas
",LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Vibrionen,Vibrionen,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bundesrepublik,Bundesrepublik,LOC,0.33333333,0.00000000,de,1.00000000,4011889-7,-1.00000000,,,,EUROPE,Germany,WCE
Elbe,Elbe,LOC,0.00000000,0.00000000,de,1.00000000,,2868531.00000000,P,51.43453000,13.22177000,EUROPE,Deutschland,WCE
Windrad,Windrad,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Klimaprotest,Klimaprotest,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Verbrenner-Aus,Verbrenner-Aus,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Laufen,Laufen,LOC,0.00000000,0.00000000,de,1.00000000,4034722-9,-1.00000000,,,,EUROPE,Switzerland,WCE
Thüringens,Thüringens,LOC,0.00000000,0.00000000,de,1.00000000,,11550794.00000000,S,50.27720000,10.80180000,EUROPE,Deutschland,WCE
Gemeindeland,Gemeindeland,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Großraum Paris,Großraum Paris,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Mitteldeutschland,Mitteldeutschland,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Jahrzehnts,Jahrzehnts,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Afrika,Afrika,LOC,0.00000000,0.00000000,de,1.00000000,,6255146.00000000,L,7.18810000,21.09375000,AFRICA,,CAF
Volkspark,Volkspark,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,NEU
Brasiliens,Brasiliens,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Amazonas,Amazonas,LOC,0.00000000,0.00000000,de,1.00000000,4001626-2,-1.00000000,,,,SOUTH-AMERICA,Venezuela,NSA
Probe,Probe,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,POLAR,,WAN
schwarzen,schwarzen,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Meerwasser,Meerwasser,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,NEU
Gemüseanbauer Regen,Gemüseanbauer Regen,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bundesrats,Bundesrats,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Gegenliebe,Gegenliebe,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Atomstrom,Atomstrom,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Iran,Iran,LOC,0.00000000,0.00000000,de,1.00000000,4027653-3,130758.00000000,A,32.00000000,53.00000000,ASIA,Iran,WCA
Pariser,Pariser,LOC,0.00000000,0.00000000,de,1.00000000,,2943127.00000000,T,47.40555000,11.28725000,EUROPE,Deutschland,WCE
Föhren,Föhren,LOC,0.00000000,0.00000000,de,1.00000000,4378829-4,-1.00000000,,,,EUROPE,Germany,WCE
Blackouts,Blackouts,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ottendorf-Okrilla,Ottendorf-Okrilla,LOC,0.00000000,0.00000000,de,1.00000000,4427849-4,-1.00000000,,,,EUROPE,Germany,WCE
Nossen,Nossen,LOC,0.00000000,0.00000000,de,1.00000000,4042589-7,-1.00000000,,,,EUROPE,Germany,WCE
Dresden,Dresden,LOC,0.00000000,0.00000000,de,1.00000000,,2935022.00000000,P,51.05089000,13.73832000,EUROPE,Deutschland,WCE
Freistaat Sachsen,Freistaat Sachsen,LOC,0.00000000,0.00000000,de,1.00000000,4051176-5,-1.00000000,,,,EUROPE,Germany,WCE
Jahrhundertmitte,Jahrhundertmitte,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Fachschulen Hatzendorf,Fachschulen Hatzendorf,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Steiermark,Steiermark,LOC,1.00000000,0.00000000,de,1.00000000,,2764581.00000000,A,47.25000000,15.16667000,EUROPE,Österreich,WCE
Windkraft-Anlagen,Windkraft-Anlagen,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ha…,Ha…,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Niederösterreich,Niederösterreich,LOC,0.00000000,0.00000000,de,1.00000000,,2770542.00000000,A,48.33333000,15.75000000,EUROPE,Österreich,WCE
Rückenwind,Rückenwind,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Klimawandel-Messstationen,Klimawandel-Messstationen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Hitzefalle,Hitzefalle,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Störaktionen,Störaktionen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Finnland,Finnland,LOC,0.70000000,0.00000000,de,1.00000000,4017243-0,660013.00000000,A,64.00000000,26.00000000,EUROPE,Finland,NEU
Copernicus,Copernicus,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Poland,WCE
Bürgerschaft,Bürgerschaft,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Energiewende-Pläne,Energiewende-Pläne,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Windparks zur See,Windparks zur See,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Offshore-Windpark,Offshore-Windpark,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ölkonzerne,Ölkonzerne,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Gießener,Gießener,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Austria,WCE
Namenspatens,Namenspatens,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Gießen,Gießen,LOC,-0.70000000,0.00000000,de,1.00000000,4020989-1,-1.00000000,,,,EUROPE,Germany,WCE
Linden,Linden,LOC,0.00000000,0.00000000,de,1.00000000,118921881X,3377408.00000000,P,6.00815000,-58.30724000,SOUTH-AMERICA,Guyana,NSA
Spielregeln,Spielregeln,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Schwarz-Rot,Schwarz-Rot,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Entwicklungsland,Entwicklungsland,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Meeres,Meeres,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,AFRICA,Eritrea,SAH
Rudsar,Rudsar,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,ASIA,Iran,WCA
Kaspischen Meeres,Kaspischen Meeres,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Kaspische Meer,Kaspische Meer,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kaspisches Meer,Kaspisches Meer,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Krebspest,Krebspest,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Klimaziele,Klimaziele,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Meloni,Meloni,LOC,-1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE-AFRICA,Italy,MED
Einfamilienhäusern,Einfamilienhäusern,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ländern,Ländern,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Switzerland,WCE
Hausdachanlagen,Hausdachanlagen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Oslo,Oslo,LOC,0.70000000,0.00000000,de,1.00000000,1013733-6,-1.00000000,,,,EUROPE,Norway,NEU
Barcelona,Barcelona,LOC,0.70000000,0.00000000,de,1.00000000,4004503-1,-1.00000000,,,,EUROPE-AFRICA,Spain,MED
Athen,Athen,LOC,0.70000000,0.00000000,de,1.00000000,4003366-1,-1.00000000,,,,EUROPE-AFRICA,Greece,MED
Schleswig-Holsteins,Schleswig-Holsteins,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kostengründen,Kostengründen,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Netze,Netze,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Hakodate,Hakodate,LOC,0.00000000,0.00000000,de,1.00000000,4481747-2,-1.00000000,,,,ASIA,Japan,EAS
Japan,Japan,LOC,0.00000000,0.00000000,de,1.00000000,,1861060.00000000,A,35.68536000,139.75309000,ASIA,Japan,EAS
Gepäck,Gepäck,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bundeswirtschaftsministerin,Bundeswirtschaftsministerin,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Stadtwerke-Tochter,Stadtwerke-Tochter,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Landgericht,Landgericht,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Regen,Regen,LOC,0.00000000,0.00000000,de,1.00000000,,2849495.00000000,P,48.97190000,13.12824000,EUROPE,Deutschland,WCE
Parfums,Parfums,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,AFRICA,Madagascar,MDG
Hochstrahlbrunnen,Hochstrahlbrunnen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Stadt Wien,Stadt Wien,LOC,0.00000000,0.00000000,de,1.00000000,,2761369.00000000,P,48.20849000,16.37208000,EUROPE,Österreich,WCE
West-Dänemark,West-Dänemark,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Denmark,NEU
Dekarbonisierung,Dekarbonisierung,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Algen,Algen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Sweden,NEU
Spaniens,Spaniens,LOC,0.23333333,0.66666667,de,1.00000000,,0.00000000,,,,,,
Planungsministerien,Planungsministerien,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Zentralbanken,Zentralbanken,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Finanzminister,Finanzminister,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Pinzgau,Pinzgau,LOC,0.00000000,0.00000000,de,1.00000000,4046112-9,-1.00000000,,,,EUROPE,Austria,WCE
Lofer,Lofer,LOC,0.00000000,0.00000000,de,1.00000000,4036192-5,-1.00000000,,,,EUROPE,Austria,WCE
Weißbach,Weißbach,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Kammerling-Alm,Kammerling-Alm,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Saalfelden,Saalfelden,LOC,0.00000000,0.00000000,de,1.00000000,4051088-8,-1.00000000,,,,EUROPE,Austria,WCE
Brüssel,Brüssel,LOC,0.00000000,0.00000000,de,1.00000000,,2800866.00000000,P,50.85045000,4.34878000,EUROPE,Belgien,WCE
Saatbau Linz,Saatbau Linz,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Oberösterreich,Oberösterreich,LOC,0.00000000,0.00000000,de,1.00000000,,2772400.00000000,P,48.30639000,14.28611000,EUROPE,Österreich,WCE
Strompreis…,Strompreis…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Rekordniveaus,Rekordniveaus,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Hängematte,Hängematte,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Badeunfällen,Badeunfällen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
lby,lby,LOC,0.00000000,0.00000000,de,1.00000000,,7898825.00000000,T,50.38527000,109.87245000,ASIA,Russia,ESB
Ener…,Ener…,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Investitionsbehörden,Investitionsbehörden,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Bauchfleck,Bauchfleck,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Niederlande,Niederlande,LOC,0.00000000,0.00000000,de,1.00000000,4042203-3,-1.00000000,,,,EUROPE,The Netherlands,NEU
Batteriespeichern,Batteriespeichern,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ostfriesland,Ostfriesland,LOC,0.00000000,0.00000000,de,1.00000000,4044067-9,-1.00000000,,,,EUROPE,Germany,NEU
Emden,Emden,LOC,0.00000000,0.00000000,de,1.00000000,,2930596.00000000,P,53.36745000,7.20778000,EUROPE,Deutschland,NEU
Hitzewellen,Hitzewellen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Konsequenzen,Konsequenzen,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Umgang,Umgang,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Detaildiskussionen,Detaildiskussionen,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Konsens,Konsens,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Glaziologen,Glaziologen,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Mailand,Mailand,LOC,0.00000000,0.00000000,de,1.00000000,,3173435.00000000,P,45.46427000,9.18951000,EUROPE,Italien,WCE
Turin,Turin,LOC,0.00000000,0.00000000,de,1.00000000,4061245-4,-1.00000000,,,,EUROPE,Italy,WCE
Abhängigkeiten,Abhängigkeiten,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Duisburger,Duisburger,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Thyssenkrupp,Thyssenkrupp,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Italy,WCE
Oberrhein,Oberrhein,LOC,0.00000000,0.00000000,de,1.00000000,,12077021.00000000,L,48.95947000,8.36214000,EUROPE,Deutschland,WCE
Dunkelflauten,Dunkelflauten,LOC,-1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Wetterdienst,Wetterdienst,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
MÜNCHEN,MÜNCHEN,LOC,0.00000000,0.00000000,de,1.00000000,4245720-8,-1.00000000,,,,EUROPE,Germany,WCE
Fastmarkets,Fastmarkets,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Jahrgang,Jahrgang,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
E…,E…,LOC,0.00000000,1.00000000,de,1.00000000,,0.00000000,,,,,,
Klimakonferenz,Klimakonferenz,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Brunsbüttel,Brunsbüttel,LOC,0.70000000,0.00000000,de,1.00000000,4008513-2,-1.00000000,,,,EUROPE,Germany,NEU
Amprion,Amprion,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Meerbusch-Osterath,Meerbusch-Osterath,LOC,0.70000000,0.00000000,de,1.00000000,4658586-2,-1.00000000,,,,EUROPE,Germany,WCE
Kommunen,Kommunen,LOC,0.50000000,0.50000000,de,1.00000000,4115052-1,-1.00000000,,,,EUROPE,France,WCE
Rheinland-Pfalz v,Rheinland-Pfalz v,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Rheinland-Pfalz,Rheinland-Pfalz,LOC,0.00000000,0.00000000,de,1.00000000,,2847618.00000000,A,49.66667000,7.50000000,EUROPE,Deutschland,WCE
Hanoi,Hanoi,LOC,0.35000000,0.50000000,de,1.00000000,4094713-0,-1.00000000,,,,ASIA,Vietnam,EAS
Staaten,Staaten,LOC,0.00000000,0.00000000,de,1.00000000,4078704-7,6252001.00000000,A,39.76000000,-98.50000000,NORTH-AMERICA,United States,CNA
Bonn,Bonn,LOC,0.85000000,0.00000000,de,1.00000000,4007666-0,6296510.00000000,S,50.87894000,7.12292000,EUROPE,Germany,WCE
Batterien,Batterien,LOC,0.85000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Ampel-Koalition,Ampel-Koalition,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Biogas,Biogas,LOC,1.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,ASIA,Pakistan,WCA
Bioöl,Bioöl,LOC,1.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Norddeutschland,Norddeutschland,LOC,0.00000000,0.00000000,de,1.00000000,,11978817.00000000,T,51.47087000,6.56787000,EUROPE,Deutschland,WCE
Warum Reiches Reform,Warum Reiches Reform,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Havel,Havel,LOC,0.70000000,0.00000000,de,1.00000000,4007956-9,-1.00000000,,,,EUROPE,Germany,WCE
Jadar-Tal,Jadar-Tal,LOC,0.35000000,0.50000000,de,1.00000000,,0.00000000,,,,,,
Grü…,Grü…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Windparks auf See,Windparks auf See,LOC,-0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Atatürk-Mausoleum,Atatürk-Mausoleum,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Osnabrück,Osnabrück,LOC,1.00000000,0.00000000,de,1.00000000,4043974-4,-1.00000000,,,,EUROPE,Germany,WCE
türkisch,türkisch,LOC,0.70000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Serbia,WCE
ve…,ve…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Tianjin,Tianjin,LOC,0.00000000,0.00000000,de,1.00000000,4198006-2,-1.00000000,,,,ASIA,China,EAS
Chile,Chile,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
ber…,ber…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Rechenzentrum am Rhein,Rechenzentrum am Rhein,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Kernkraftwerken,Kernkraftwerken,LOC,0.70000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Fukushima,Fukushima,LOC,0.00000000,0.00000000,de,1.00000000,4332074-0,-1.00000000,,,,ASIA,Japan,EAS
sn,sn,LOC,0.35000000,0.50000000,de,1.00000000,,6255146.00000000,L,7.18810000,21.09375000,AFRICA,,CAF
Solarthermiekraftwerk,Solarthermiekraftwerk,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
län…,län…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Mittagssonne,Mittagssonne,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Baustellen,Baustellen,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,NEU
Bracht,Bracht,LOC,0.00000000,1.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Haus heizt,Haus heizt,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Zukunft kohlenstoffdioxidfre…,Zukunft kohlenstoffdioxidfre…,LOC,0.00000000,0.00000000,de,1.00000000,,0.00000000,,,,,,
Messestadt,Messestadt,LOC,0.00000000,0.00000000,de,1.00000000,,-1.00000000,,,,EUROPE,Germany,WCE
Wittenberg,Wittenberg,LOC,0.00000000,0.00000000,de,1.00000000,4066640-2,-1.00000000,,,,EUROPE,Germany,WCE
370,,,,,,,,7303020.00000000,P,51.86610000,12.64973000,,Germany,
