,phrase,label,sentiment,subjectivity,language,count
Größter Vollmond des Jahres,Größter Vollmond des Jahres,MISC,,,de,1.0
Herbst-Steuerschätzung,Herbst-Steuerschätzung,MISC,0.0,0.5263157894736842,de,1.0
Russische Torschlusspanik,Russische Torschlusspanik,MISC,,,de,1.0
Virus,Virus,MISC,,,de,1.0
Ökologischer Ausgleich“,Ökologischer Ausgleich“,MISC,,,de,1.0
Dienstag,Dienstag,MISC,0.0,0.0,de,1.0
Tragödie im Himalaya,Tragödie im Himalaya,MISC,,,de,1.0
Sieben Tote,Sieben Tote,MISC,,,de,1.0
Nebelmaschine,Nebelmaschine,MISC,,,de,1.0
Der Home-App,Der Home-App,MISC,,,de,1.0
Apple,Apple,MISC,,,de,1.0
Home-App,Home-App,MISC,,,de,1.0
Pflicht-Update,Pflicht-Update,MISC,,,de,1.0
Das Gute Haus“,Das Gute Haus“,MISC,,,de,1.0
sucht nach technischen …,sucht nach technischen …,MISC,,,de,1.0
Lebensmittelpreise“,Lebensmittelpreise“,MISC,,,de,1.0
Wirbelstürme und Dürren,Wirbelstürme und Dürren,MISC,,,de,1.0
philippinischen,philippinischen,MISC,,,de,1.0
xTool F2 Ultra zude…,xTool F2 Ultra zude…,MISC,,,de,1.0
M1 Ultra,M1 Ultra,MISC,,,de,1.0
xTool F2,xTool F2,MISC,,,de,1.0
DFB-Team,DFB-Team,MISC,,,de,1.0
Windgeschwin…,Windgeschwin…,MISC,,,de,1.0
Alarm auf den Philippinen,Alarm auf den Philippinen,MISC,,,de,1.0
Sturm…,Sturm…,MISC,,,de,1.0
Zielgerade,Zielgerade,MISC,,,de,1.0
20Millionen,20Millionen,MISC,,,de,1.0
Widerstand gegen…,Widerstand gegen…,MISC,,,de,1.0
Rohkakaopreise,Rohkakaopreise,MISC,,,de,1.0
09.11.2025,09.11.2025,MISC,,,de,1.0
Wir können uns …,Wir können uns …,MISC,,,de,1.0
sozi…,sozi…,MISC,,,de,1.0
Landesparteitag“,Landesparteitag“,MISC,,,de,1.0
Zeit des Wechsels,Zeit des Wechsels,MISC,,,de,1.0
Hilfsangebote“,Hilfsangebote“,MISC,,,de,1.0
Ogoni 9,Ogoni 9,MISC,,,de,1.0
Neuburg-Schrobenhausen“,Neuburg-Schrobenhausen“,MISC,,,de,1.0
Herbstliche Gefahr“,Herbstliche Gefahr“,MISC,,,de,1.0
RGB30,RGB30,MISC,,,de,1.0
Plex für ROMs,Plex für ROMs,MISC,,,de,1.0
RomM“,RomM“,MISC,,,de,1.0
Ei…,Ei…,MISC,,,de,1.0
belgischen,belgischen,MISC,,,de,1.0
belgischem,belgischem,MISC,,,de,1.0
Angriff im Bezirk Samarivskyi,Angriff im Bezirk Samarivskyi,MISC,,,de,1.0
Einreise-Verbot,Einreise-Verbot,MISC,0.0,0.0,de,1.0
Ukrainischer,Ukrainischer,MISC,,,de,1.0
ostukrainischen,ostukrainischen,MISC,,,de,1.0
Geh…,Geh…,MISC,,,de,1.0
Bergwacht,Bergwacht,MISC,,,de,1.0
Berchtesgadener Land,Berchtesgadener Land,MISC,0.0,0.0,de,1.0
Die steirische Erntebilanz,Die steirische Erntebilanz,MISC,,,de,1.0
Männern,Männern,MISC,,,de,1.0
A… Hurrikan,A… Hurrikan,MISC,,,de,1.0
Kartoffelbauern,Kartoffelbauern,MISC,-0.03571428571428572,0.0,de,1.0
Endspurt auf den Äckern,Endspurt auf den Äckern,MISC,,,de,1.0
Rilke-Jahre,Rilke-Jahre,MISC,,,de,1.0
Erntemenge,Erntemenge,MISC,,,de,1.0
Hurrikan Melissa,Hurrikan Melissa,MISC,,,de,1.0
Die Zahl der nächtigenden Urlauberinnen und Urlauber,Die Zahl der nächtigenden Urlauberinnen und Urlauber,MISC,,,de,1.0
Sommertourismus lachte die Sonne,Sommertourismus lachte die Sonne,MISC,,,de,1.0
Tech-Elite,Tech-Elite,MISC,,,de,1.0
ge…,ge…,MISC,,,de,1.0
Vier Tote,Vier Tote,MISC,,,de,1.0
Kyiv Independent,Kyiv Independent,MISC,,,de,1.0
Ukrainern,Ukrainern,MISC,,,de,1.0
Wearable,Wearable,MISC,,,de,1.0
Hamburg gi…,Hamburg gi…,MISC,,,de,1.0
Fitness,Fitness,MISC,,,de,1.0
Euro Rabatt,Euro Rabatt,MISC,,,de,1.0
"Shutterstock.com
","Shutterstock.com
",MISC,-1.0,0.0,de,1.0
Frankfurter,Frankfurter,MISC,,,de,1.0
Erö…,Erö…,MISC,,,de,1.0
Olympischen Sommerspiele,Olympischen Sommerspiele,MISC,,,de,1.0
Art-Basel-Messe,Art-Basel-Messe,MISC,,,de,1.0
Bewölkun…,Bewölkun…,MISC,,,de,1.0
Kaltfront“,Kaltfront“,MISC,,,de,1.0
mei…,mei…,MISC,,,de,1.0
Kaltfront,Kaltfront,MISC,0.0,0.0,de,1.0
Österreichische,Österreichische,MISC,,,de,1.0
Die Grünkohlernte,Die Grünkohlernte,MISC,,,de,1.0
Grünkohl,Grünkohl,MISC,,,de,1.0
Wintergemüse“,Wintergemüse“,MISC,,,de,1.0
Atesh-Agenten,Atesh-Agenten,MISC,,,de,1.0
inn…,inn…,MISC,,,de,1.0
Fahrradlichtkontrollwochen 2025,Fahrradlichtkontrollwochen 2025,MISC,,,de,1.0
Großes Trümmerfeld“,Großes Trümmerfeld“,MISC,,,de,1.0
Bloom“,Bloom“,MISC,,,de,1.0
Ortsbesuch bei der Energiewende,Ortsbesuch bei der Energiewende,MISC,,,de,1.0
GWh,GWh,MISC,,,de,1.0
Par…,Par…,MISC,,,de,1.0
Systemsturz,Systemsturz,MISC,,,de,1.0
Wirtschaftsphilosoph Kohei Saito,Wirtschaftsphilosoph Kohei Saito,MISC,,,de,1.0
US-Start-up,US-Start-up,MISC,,,de,1.0
Euro“,Euro“,MISC,,,de,1.0
Jahr 2050,Jahr 2050,MISC,,,de,1.0
Die EU,Die EU,MISC,,,de,1.0
Jahr 2050 …,Jahr 2050 …,MISC,,,de,1.0
Chil…,Chil…,MISC,,,de,1.0
PURRANQUE,PURRANQUE,MISC,,,de,1.0
Klimawandel-Forschung,Klimawandel-Forschung,MISC,,,de,1.0
Green Rocks“,Green Rocks“,MISC,,,de,1.0
große Kammer,große Kammer,MISC,,,de,1.0
Tech…,Tech…,MISC,,,de,1.0
Energiewende-Projekte,Energiewende-Projekte,MISC,,,de,1.0
WM gegen den Klimawandel,WM gegen den Klimawandel,MISC,,,de,1.0
Bayer-Star Tillman,Bayer-Star Tillman,MISC,,,de,1.0
Wir müssen die Kinder,Wir müssen die Kinder,MISC,,,de,1.0
Hitze im Büro,Hitze im Büro,MISC,,,de,1.0
Neue Daten zum Ausbautempo,Neue Daten zum Ausbautempo,MISC,,,de,1.0
niederländische,niederländische,MISC,,,de,1.0
Extreme Hitze“,Extreme Hitze“,MISC,,,de,1.0
Spot-Plattform,Spot-Plattform,MISC,,,de,1.0
Juni-Tage,Juni-Tage,MISC,,,de,1.0
Klimakrise“,Klimakrise“,MISC,,,de,1.0
ZDF-Moderator,ZDF-Moderator,MISC,,,de,1.0
26.06.2026,26.06.2026,MISC,,,de,1.0
Klimaschutzziele,Klimaschutzziele,MISC,,,de,1.0
südamerikanischen,südamerikanischen,MISC,,,de,1.0
Die Opferzahl bei Hitzewellen,Die Opferzahl bei Hitzewellen,MISC,,,de,1.0
Ich liebe den Klimawandel,Ich liebe den Klimawandel,MISC,,,de,1.0
BESS,BESS,MISC,,,de,1.0
LDES,LDES,MISC,,,de,1.0
Hitzewelle des Jahres,Hitzewelle des Jahres,MISC,,,de,1.0
Online-Magazin,Online-Magazin,MISC,,,de,1.0
Hitzerekorde für Juni,Hitzerekorde für Juni,MISC,,,de,1.0
Die Versorgungssicherheit in Österreich,Die Versorgungssicherheit in Österreich,MISC,,,de,1.0
Kriege,Kriege,MISC,,,de,1.0
Hitze-Paradoxon,Hitze-Paradoxon,MISC,,,de,1.0
Mittwo…,Mittwo…,MISC,,,de,1.0
Heat Dome,Heat Dome,MISC,,,de,1.0
Heat Dome“,Heat Dome“,MISC,,,de,1.0
Der menschengemachte Klimawandel,Der menschengemachte Klimawandel,MISC,,,de,1.0
Klimamodellen,Klimamodellen,MISC,,,de,1.0
TTS-Player überspringenArtikel weiterlesenRostock,TTS-Player überspringenArtikel weiterlesenRostock,MISC,,,de,1.0
Rettung für die Neptun-Werft,Rettung für die Neptun-Werft,MISC,,,de,1.0
Str…,Str…,MISC,,,de,1.0
"Rudolph Roland
","Rudolph Roland
",MISC,,,de,1.0
Die Welt von morgen,Die Welt von morgen,MISC,,,de,1.0
Zukunftsvision,Zukunftsvision,MISC,,,de,1.0
ANDERE BLICK -,ANDERE BLICK -,MISC,,,de,1.0
Klimawandel-Alarmindustrie,Klimawandel-Alarmindustrie,MISC,,,de,1.0
"Wetterbeobachtung ja, Wissenschaft","Wetterbeobachtung ja, Wissenschaft",MISC,,,de,1.0
Der Rest is,Der Rest is,MISC,,,de,1.0
Guter Honig,Guter Honig,MISC,,,de,1.0
Honig jedes Jahr aufs Neue,Honig jedes Jahr aufs Neue,MISC,,,de,1.0
echter Honig,echter Honig,MISC,,,de,1.0
Richtu…,Richtu…,MISC,,,de,1.0
rheinland-pfälzischen,rheinland-pfälzischen,MISC,,,de,1.0
Neues Heizungsgesetz,Neues Heizungsgesetz,MISC,,,de,1.0
Im Jahr…,Im Jahr…,MISC,,,de,1.0
Mission Energiewende,Mission Energiewende,MISC,,,de,1.0
Podcast-Folge,Podcast-Folge,MISC,,,de,1.0
… Ich,… Ich,MISC,,,de,1.0
Windenergierätsel“,Windenergierätsel“,MISC,,,de,1.0
Das Jahr 2026,Das Jahr 2026,MISC,,,de,1.0
ursprüng­lichen,ursprüng­lichen,MISC,,,de,1.0
Neuzu­lassungen,Neuzu­lassungen,MISC,,,de,1.0
Wir schreiben das Jahr 2050,Wir schreiben das Jahr 2050,MISC,,,de,1.0
Wasserhaushalt“,Wasserhaushalt“,MISC,,,de,1.0
Der Stromnetzbetreiber 50Hertz,Der Stromnetzbetreiber 50Hertz,MISC,,,de,1.0
Pfannen,Pfannen,MISC,,,de,1.0
Milliardenauftrag für Meyer,Milliardenauftrag für Meyer,MISC,,,de,1.0
Arnies Motivationsshow,Arnies Motivationsshow,MISC,,,de,1.0
Austrian World Summit“,Austrian World Summit“,MISC,,,de,1.0
Vogelschutzfahnen mit …,Vogelschutzfahnen mit …,MISC,,,de,1.0
Lamellen an Blitzschutzseilen,Lamellen an Blitzschutzseilen,MISC,,,de,1.0
Baustein für Energiewende“,Baustein für Energiewende“,MISC,,,de,1.0
Biber,Biber,MISC,,,de,1.0
ma…,ma…,MISC,,,de,1.0
Hautpflege,Hautpflege,MISC,,,de,1.0
CCS,CCS,MISC,,,de,1.0
EU-Klimadienst Copernicus,EU-Klimadienst Copernicus,MISC,,,de,1.0
Energiewende-Turbo,Energiewende-Turbo,MISC,,,de,1.0
Aachener,Aachener,MISC,,,de,1.0
Wind  ,Wind  ,MISC,,,de,1.0
Der Aal,Der Aal,MISC,,,de,1.0
Aal-Mafia,Aal-Mafia,MISC,,,de,1.0
Gesetz für Millionen Mieter zum Debakel,Gesetz für Millionen Mieter zum Debakel,MISC,,,de,1.0
siebtwärm…,siebtwärm…,MISC,,,de,1.0
"Aufzeichnungen
","Aufzeichnungen
",MISC,,,de,1.0
Meere,Meere,MISC,,,de,1.0
Erdgas-Importen,Erdgas-Importen,MISC,,,de,1.0
Recycling,Recycling,MISC,,,de,1.0
Tag davor turnt der spanische,Tag davor turnt der spanische,MISC,,,de,1.0
Hitzewelle in Europa,Hitzewelle in Europa,MISC,,,de,1.0
Präsidentschaftswahl im Jahr 2027,Präsidentschaftswahl im Jahr 2027,MISC,,,de,1.0
indische,indische,MISC,,,de,1.0
Wirtschaftsministerin,Wirtschaftsministerin,MISC,,,de,1.0
Schöngefärbte Energiewende,Schöngefärbte Energiewende,MISC,,,de,1.0
Neues Buch,Neues Buch,MISC,,,de,1.0
ko…,ko…,MISC,,,de,1.0
EEG,EEG,MISC,,,de,1.0
Erneuerbare-Energien-Gesetzes,Erneuerbare-Energien-Gesetzes,MISC,,,de,1.0
Erneuerbare-Energien-Gesetz,Erneuerbare-Energien-Gesetz,MISC,,,de,1.0
Netzpaket,Netzpaket,MISC,,,de,1.0
EEG-Reform,EEG-Reform,MISC,,,de,1.0
Meinungsforschungsinsti…,Meinungsforschungsinsti…,MISC,,,de,1.0
Repo…,Repo…,MISC,,,de,1.0
Report Mainz-Umfrage,Report Mainz-Umfrage,MISC,,,de,1.0
BUND,BUND,MISC,,,de,1.0
Rhein-Main-Gebiet,Rhein-Main-Gebiet,MISC,0.0,0.0,de,1.0
Das deutsche Kapital,Das deutsche Kapital,MISC,,,de,1.0
DIHK,DIHK,MISC,,,de,1.0
Ener…,Ener…,MISC,-0.5,0.5,de,1.0
Newsletter,Newsletter,MISC,,,de,1.0
DIHK-Umfrage,DIHK-Umfrage,MISC,,,de,1.0
Trinkwasser“,Trinkwasser“,MISC,,,de,1.0
Wasserstoff-Boom,Wasserstoff-Boom,MISC,,,de,1.0
Energiewende in Polen,Energiewende in Polen,MISC,,,de,1.0
Temperatur-Rekorde,Temperatur-Rekorde,MISC,,,de,1.0
Ihr seid,Ihr seid,MISC,,,de,1.0
Fachleuten,Fachleuten,MISC,,,de,1.0
Rekord-Feuersaison 2026,Rekord-Feuersaison 2026,MISC,,,de,1.0
Klimawandels…,Klimawandels…,MISC,,,de,1.0
El Niño,El Niño,MISC,,,de,1.0
UmdenkeN,UmdenkeN,MISC,,,de,1.0
Der Rhein,Der Rhein,MISC,,,de,1.0
Energiesicherheit in Gefahr,Energiesicherheit in Gefahr,MISC,,,de,1.0
Klimawandels …,Klimawandels …,MISC,,,de,1.0
Maisdeckel,Maisdeckel,MISC,,,de,1.0
SpotMyEnergy,SpotMyEnergy,MISC,,,de,1.0
Energiepflanze Mais,Energiepflanze Mais,MISC,,,de,1.0
"ORF
","ORF
",MISC,,,de,1.0
ZiB 2,ZiB 2,MISC,,,de,1.0
Science“-Studie,Science“-Studie,MISC,,,de,1.0
US-Forscher,US-Forscher,MISC,1.0,0.0,de,1.0
Ein kleiner Kern,Ein kleiner Kern,MISC,,,de,1.0
Deutschland jedes Jahr 80,Deutschland jedes Jahr 80,MISC,,,de,1.0
Euro im Jahr,Euro im Jahr,MISC,,,de,1.0
Next Kraftwerke-Gründer,Next Kraftwerke-Gründer,MISC,,,de,1.0
CO₂,CO₂,MISC,,,de,1.0
Wind und Solar,Wind und Solar,MISC,,,de,1.0
Klimawandels,Klimawandels,MISC,,,de,1.0
Wir brauchen Sicherheit,Wir brauchen Sicherheit,MISC,,,de,1.0
Hitz…,Hitz…,MISC,,,de,1.0
Brä…,Brä…,MISC,,,de,1.0
Walther-Rode-Preis,Walther-Rode-Preis,MISC,,,de,1.0
Juni-Hitzewelle,Juni-Hitzewelle,MISC,,,de,1.0
Hessen 600,Hessen 600,MISC,,,de,1.0
LED-Wall,LED-Wall,MISC,,,de,1.0
Smart Meter light,Smart Meter light,MISC,,,de,1.0
bayrischen,bayrischen,MISC,,,de,1.0
Sattheit,Sattheit,MISC,,,de,1.0
Nicht-EU-Ausländer,Nicht-EU-Ausländer,MISC,,,de,1.0
Stichtag,Stichtag,MISC,,,de,1.0
ARD-Deutschlandtrend,ARD-Deutschlandtrend,MISC,,,de,1.0
ih…,ih…,MISC,,,de,1.0
Wasserstoff-Kernnetz,Wasserstoff-Kernnetz,MISC,,,de,1.0
Sommerurlaub,Sommerurlaub,MISC,,,de,1.0
GLOBE NEWSWIRE,GLOBE NEWSWIRE,MISC,,,de,1.0
LumenHaus,LumenHaus,MISC,,,de,1.0
GLOBE,GLOBE,MISC,,,de,1.0
Mittela…,Mittela…,MISC,,,de,1.0
Reis,Reis,MISC,,,de,1.0
Hitzewelle und Klimawandel“,Hitzewelle und Klimawandel“,MISC,,,de,1.0
Klima-Moralismus,Klima-Moralismus,MISC,,,de,1.0
früh im Jahr so,früh im Jahr so,MISC,,,de,1.0
SPD-Spitzenkandidat für die Landtagswahl in Sachsen-Anhalt,SPD-Spitzenkandidat für die Landtagswahl in Sachsen-Anhalt,MISC,,,de,1.0
Kohleausstieg,Kohleausstieg,MISC,,,de,1.0
Kohle-Ausstieg,Kohle-Ausstieg,MISC,,,de,1.0
Heterodisulfi…,Heterodisulfi…,MISC,,,de,1.0
Marburger Forscher,Marburger Forscher,MISC,,,de,1.0
Ökostrom-Förderung,Ökostrom-Förderung,MISC,,,de,1.0
Nachrichten-Depression,Nachrichten-Depression,MISC,,,de,1.0
Die Blockade der Straße von Hormus,Die Blockade der Straße von Hormus,MISC,,,de,1.0
Kraftwerks-Jubiläum,Kraftwerks-Jubiläum,MISC,,,de,1.0
Ostdeutschlands be…,Ostdeutschlands be…,MISC,,,de,1.0
Ostdeutsche Verbraucher,Ostdeutsche Verbraucher,MISC,,,de,1.0
CO2,CO2,MISC,,,de,1.0
SPD-Minister,SPD-Minister,MISC,,,de,1.0
investierbar“,investierbar“,MISC,,,de,1.0
Der deutsche Markt,Der deutsche Markt,MISC,,,de,1.0
Energie“,Energie“,MISC,,,de,1.0
Erneuerba…,Erneuerba…,MISC,,,de,1.0
Xataka.com,Xataka.com,MISC,,,de,1.0
KI-Boom,KI-Boom,MISC,,,de,1.0
Soja“,Soja“,MISC,,,de,1.0
Lithiumbatterien,Lithiumbatterien,MISC,,,de,1.0
Schwäbischer,Schwäbischer,MISC,,,de,1.0
Stromspeicher,Stromspeicher,MISC,,,de,1.0
All…,All…,MISC,,,de,1.0
Demokratischen,Demokratischen,MISC,,,de,1.0
So früh wie nie,So früh wie nie,MISC,,,de,1.0
Autofahren,Autofahren,MISC,,,de,1.0
griechischen,griechischen,MISC,,,de,1.0
olympischen Feuers,olympischen Feuers,MISC,,,de,1.0
olympischen Feuers ins Museum von Olympia ve,olympischen Feuers ins Museum von Olympia ve,MISC,,,de,1.0
Schneefall und Minusgraden,Schneefall und Minusgraden,MISC,,,de,1.0
palästinensische,palästinensische,MISC,,,de,1.0
Vier Tote bei Unfällen,Vier Tote bei Unfällen,MISC,,,de,1.0
Eisregen und Schnee“,Eisregen und Schnee“,MISC,,,de,1.0
Eisregen und Schnee,Eisregen und Schnee,MISC,,,de,1.0
Autobahnpolizei,Autobahnpolizei,MISC,,,de,1.0
Polizeidienststellen,Polizeidienststellen,MISC,,,de,1.0
Erster Schnee“,Erster Schnee“,MISC,,,de,1.0
Steirische,Steirische,MISC,,,de,1.0
Tagesv…,Tagesv…,MISC,,,de,1.0
Teil Chaos,Teil Chaos,MISC,,,de,1.0
Eis und Schnee,Eis und Schnee,MISC,,,de,1.0
Tempo 60,Tempo 60,MISC,,,de,1.0
Verkehrsbehinderungen“,Verkehrsbehinderungen“,MISC,,,de,1.0
Winterliches Wetter,Winterliches Wetter,MISC,,,de,1.0
Saarl…,Saarl…,MISC,,,de,1.0
Montagnachmittag,Montagnachmittag,MISC,,,de,1.0
YouTube-Star,YouTube-Star,MISC,-1.0,0.0,de,1.0
Königswinter Traurige Nachrichten,Königswinter Traurige Nachrichten,MISC,,,de,1.0
Winterliches Wetter“,Winterliches Wetter“,MISC,,,de,1.0
Erste Vierschanzentournee der Frauen,Erste Vierschanzentournee der Frauen,MISC,,,de,1.0
Youtube-Kanal,Youtube-Kanal,MISC,0.0,0.0,de,1.0
l.,l.,MISC,,,de,1.0
"Kopf""-Star 
Jan Zimmermann","Kopf""-Star 
Jan Zimmermann",MISC,,,de,1.0
"Kopf""-Star","Kopf""-Star",MISC,,,de,1.0
Rekord-Fluten,Rekord-Fluten,MISC,,,de,1.0
Hochwasserkatastrophe“,Hochwasserkatastrophe“,MISC,,,de,1.0
deutsche You…,deutsche You…,MISC,,,de,1.0
YouTube-Kanal,YouTube-Kanal,MISC,,,de,1.0
Erster Biathlon-Winter,Erster Biathlon-Winter,MISC,,,de,1.0
Bild-Zeitung,Bild-Zeitung,MISC,,,de,1.0
Dahlmeier“,Dahlmeier“,MISC,,,de,1.0
Biathlon-Winter,Biathlon-Winter,MISC,,,de,1.0
Winterliche Tage,Winterliche Tage,MISC,,,de,1.0
Winter Bayern“,Winter Bayern“,MISC,,,de,1.0
Fünf-Minuten-Weg,Fünf-Minuten-Weg,MISC,-0.7,0.0,de,1.0
Köni…,Köni…,MISC,,,de,1.0
Internet“,Internet“,MISC,,,de,1.0
Youtube-Star Jan Zimmerma…,Youtube-Star Jan Zimmerma…,MISC,,,de,1.0
Der Youtube-Star Jan Zimmermann,Der Youtube-Star Jan Zimmermann,MISC,,,de,1.0
Unfälle,Unfälle,MISC,0.0,0.0,de,1.0
Olympia-Historie,Olympia-Historie,MISC,,,de,1.0
Mikaela Shiffrin,Mikaela Shiffrin,MISC,,,de,1.0
Verordnungs-Dschungel,Verordnungs-Dschungel,MISC,,,de,1.0
Goldenen Dachl,Goldenen Dachl,MISC,,,de,1.0
Dauerfrost,Dauerfrost,MISC,0.0,0.0,de,1.0
Erbeskopf“,Erbeskopf“,MISC,,,de,1.0
Wein-Ernte,Wein-Ernte,MISC,,,de,1.0
minus 10 Grad“,minus 10 Grad“,MISC,,,de,1.0
Sole i…,Sole i…,MISC,,,de,1.0
minus 10 Grad,minus 10 Grad,MISC,,,de,1.0
Aufruf der Sache,Aufruf der Sache,MISC,,,de,1.0
Kammer 26b,Kammer 26b,MISC,,,de,1.0
winterlich-kalten,winterlich-kalten,MISC,,,de,1.0
Das vergangene Jahr war,Das vergangene Jahr war,MISC,,,de,1.0
Verke…,Verke…,MISC,,,de,1.0
Wintersport-Arena Sa…,Wintersport-Arena Sa…,MISC,,,de,1.0
zw…,zw…,MISC,,,de,1.0
Mexikaner,Mexikaner,MISC,,,de,1.0
Chile,Chile,MISC,0.0,0.0,de,1.0
Kabinett“,Kabinett“,MISC,,,de,1.0
Das Wichtigste,Das Wichtigste,MISC,,,de,1.0
Winterwetter in Mitteldeutschland“,Winterwetter in Mitteldeutschland“,MISC,,,de,1.0
Das kalte und winterliche Wetter,Das kalte und winterliche Wetter,MISC,,,de,1.0
Niedrigwasser-Lagebericht“,Niedrigwasser-Lagebericht“,MISC,,,de,1.0
Die Ernte von Silomais,Die Ernte von Silomais,MISC,,,de,1.0
Geschädigte Haut,Geschädigte Haut,MISC,,,de,1.0
Rh…,Rh…,MISC,,,de,1.0
Chancen auf …,Chancen auf …,MISC,,,de,1.0
Routiniers,Routiniers,MISC,,,de,1.0
TV-Mikrofon,TV-Mikrofon,MISC,,,de,1.0
Signale,Signale,MISC,,,de,1.0
Soziale Isolation,Soziale Isolation,MISC,,,de,1.0
Party-People,Party-People,MISC,,,de,1.0
Winterwetter im Herbst,Winterwetter im Herbst,MISC,,,de,1.0
Montagfrüh Schneeglätte“,Montagfrüh Schneeglätte“,MISC,,,de,1.0
Eiswein-Ernte“,Eiswein-Ernte“,MISC,,,de,1.0
vo…,vo…,MISC,,,de,1.0
IMAGO/Rene,IMAGO/Rene,MISC,,,de,1.0
Eisige Temperaturen und Glatteis,Eisige Temperaturen und Glatteis,MISC,,,de,1.0
Deu…,Deu…,MISC,,,de,1.0
Kälte-Weisheiten,Kälte-Weisheiten,MISC,,,de,1.0
Gesundheit“,Gesundheit“,MISC,,,de,1.0
Pro Bienenvolk,Pro Bienenvolk,MISC,,,de,1.0
Minusgrade und Schneeflocken,Minusgrade und Schneeflocken,MISC,,,de,1.0
Holt sie euc…,Holt sie euc…,MISC,,,de,1.0
21.11.2025,21.11.2025,MISC,,,de,1.0
November-Sommer,November-Sommer,MISC,0.0,1.0,de,1.0
Vierschanzentournee der Frauen am Streit,Vierschanzentournee der Frauen am Streit,MISC,,,de,1.0
Weltkarten-Tattoo,Weltkarten-Tattoo,MISC,,,de,1.0
Tourette-Syndroms,Tourette-Syndroms,MISC,,,de,1.0
Gefahr für Amazonaswald,Gefahr für Amazonaswald,MISC,,,de,1.0
Iran-Kriegs,Iran-Kriegs,MISC,,,de,1.0
gepl…,gepl…,MISC,,,de,1.0
anw,anw,MISC,,,de,1.0
Bund üb…,Bund üb…,MISC,,,de,1.0
genu…,genu…,MISC,,,de,1.0
Süddeutscher,Süddeutscher,MISC,,,de,1.0
Energiewende,Energiewende,MISC,0.0,0.0,de,1.0
Fl…,Fl…,MISC,,,de,1.0
Offshore-Projekten,Offshore-Projekten,MISC,,,de,1.0
Tag der Eröffnung ihres Forschungszentrums,Tag der Eröffnung ihres Forschungszentrums,MISC,,,de,1.0
Konferenz auf Norderney,Konferenz auf Norderney,MISC,,,de,1.0
Der trügerische Frieden,Der trügerische Frieden,MISC,,,de,1.0
Mittwoch …,Mittwoch …,MISC,,,de,1.0
Heizungsgesetz,Heizungsgesetz,MISC,,,de,1.0
Iran trei…,Iran trei…,MISC,,,de,1.0
Die Vase,Die Vase,MISC,,,de,1.0
Tag…,Tag…,MISC,,,de,1.0
iranische,iranische,MISC,,,de,1.0
Der Verlust von Lebensraum,Der Verlust von Lebensraum,MISC,,,de,1.0
Full Self-Driving/Supervised,Full Self-Driving/Supervised,MISC,,,de,1.0
Offshore-Windp…,Offshore-Windp…,MISC,,,de,1.0
Verbrauch von Wasser,Verbrauch von Wasser,MISC,,,de,1.0
Herbst …,Herbst …,MISC,,,de,1.0
Milliarden-Investitionen,Milliarden-Investitionen,MISC,-0.3684210526315789,0.0,de,1.0
Jahre 2…,Jahre 2…,MISC,,,de,1.0
Müllverbrennungsanlage,Müllverbrennungsanlage,MISC,,,de,1.0
Wir li…,Wir li…,MISC,,,de,1.0
Der Senat,Der Senat,MISC,,,de,1.0
Mein Ärger,Mein Ärger,MISC,,,de,1.0
CO2-Ausstoß,CO2-Ausstoß,MISC,,,de,1.0
E…,E…,MISC,0.0,0.0,de,1.0
Finnischer,Finnischer,MISC,,,de,1.0
Energiewende im…,Energiewende im…,MISC,,,de,1.0
Stromaut…,Stromaut…,MISC,,,de,1.0
Wiener Wasser,Wiener Wasser,MISC,,,de,1.0
Fischauktion auf dem Großmarkt von Hakodate,Fischauktion auf dem Großmarkt von Hakodate,MISC,,,de,1.0
japanische,japanische,MISC,,,de,1.0
"Aufstand gegen Reiches Energie-Pläne
","Aufstand gegen Reiches Energie-Pläne
",MISC,,,de,1.0
ErneuerbarenLänder,ErneuerbarenLänder,MISC,,,de,1.0
di…,di…,MISC,,,de,1.0
Aufstand gegen Reiches Energie-Pläne,Aufstand gegen Reiches Energie-Pläne,MISC,,,de,1.0
Französische,Französische,MISC,,,de,1.0
Die erschöpften Rosen von Grasse,Die erschöpften Rosen von Grasse,MISC,,,de,1.0
Fachdeutsch,Fachdeutsch,MISC,,,de,1.0
Im Herbst,Im Herbst,MISC,,,de,1.0
Demo-Fahrten,Demo-Fahrten,MISC,,,de,1.0
Weltmarkt,Weltmarkt,MISC,,,de,1.0
Das Glatteis,Das Glatteis,MISC,,,de,1.0
Rekorde“,Rekorde“,MISC,,,de,1.0
Todesopfer der Flut…,Todesopfer der Flut…,MISC,,,de,1.0
Katastrophenschutzbehörde …,Katastrophenschutzbehörde …,MISC,,,de,1.0
Weihnachtsgebäck,Weihnachtsgebäck,MISC,,,de,1.0
Verheerendes Hochwasser“,Verheerendes Hochwasser“,MISC,,,de,1.0
"Mars
","Mars
",MISC,,,de,1.0
MissionenBlitz,MissionenBlitz,MISC,,,de,1.0
Perseverance“,Perseverance“,MISC,,,de,1.0
NASA-Rover,NASA-Rover,MISC,,,de,1.0
Wintersaison“,Wintersaison“,MISC,,,de,1.0
28.11.2025,28.11.2025,MISC,,,de,1.0
BVB,BVB,MISC,,,de,1.0
Winter-Trainingslager“,Winter-Trainingslager“,MISC,,,de,1.0
Winter-Trainingslager,Winter-Trainingslager,MISC,,,de,1.0
